xinxi,leixing
在这里向领导反映金隅悦城嘉悦园所属物业-长城物业的问题。首先，自小区入伙以来长城物业没有赢得大多数业主的认同。给广大业主生活上带来不方便。比如小区的停车问题没有解决好。再如小区一楼业主私搭乱建没有有效的管理任由业主自行搭建。第二，小区共用区域损坏没有维修。比如楼道瓷砖脱落常年没有维修。再如，楼宇门禁损坏常年没有维修。第三小区业主入住以来没有得到售后服务，请领导百忙之中过问此事。,1
河东区丰民路是进出富民河畔家园小区的唯一通道。每到晚上，丰民路两侧停满私家车，其剩余路面宽度只能容纳一辆小型汽车通过，消防车不能通过更不能进行作业，严重威胁小区居民的生命安全和正常出行。小区居民曾向8890投诉但没有效果。如今进入冬季火灾高发时段，请区政府尽快回复并解决该问题。,1
据群众反映，在下瓦房地铁站附近经常有跟随盗窃希望有关部门加强管理。,1
在友谊路菜市场门口经常有买东西的私家车乱停乱放或有的直接停放路中间阻碍来往车辆通行，希望有关部门予以治理,1
据群众反映，晚上九点，津南区大学城博雅花园公交站，晚上九点多有一开着面包车的男子在公交站牌下拉活，男子头探出车外，问你开不开房。​​​希望有关部门进行整顿治理。,1
据群众反映，在嘉春园门前，出租车随意停放，占据道路两侧，早晚高峰期小区车辆进出不便，造成交通拥堵，望有关部门关注,1
河东区富民路街雅仕兰庭小区16号楼的居民，从去年以来，楼内1004、1401、1603、2003、2602、2901业主通过中介机构把房屋租给雍景湾装修工人居住，每个房屋都居住着十多名农民工，并以29楼的房屋作为公用食堂使用。在安全通道堆放杂物，喝酒抽烟，经常与其他业主发生矛盾，且群租房内存在大量高功率电器，极其容易引发火灾。,1
第六大道大洋嘉园10号楼2门5层的房东将房屋改造后做了群租。大门全天敞开，此处群租房最多同时租给各种闲杂人等共计二十多人居住，经长期观察了解，疑似为不正当职业从业者，昼伏夜出。该处房屋集生产，居住，仓储为一体，是典型的“三合一”场所。,1
据群众反映，天津市西青区津同公路18号天津农学院西校区门口由于到达市区交通不太方便，公共汽车少，造成校门口存在大量黑出租车，恶意收钱，随意揽客，给学生出行造成安全隐患，希望相关部门予以重视。,1
天津市河东区尚东雅园住宅区失火，影响严重，物业失责不及时报警，并且尚东雅园群租严重，非常有火灾隐患希望有关部门查处！,1
  在天兴里9号楼楼后消防通道上，近期有人私自将公共存车棚改建他用，并在消防通道上私建花池，将旧楼改造成果霸占，居委会有袒护之嫌，处理不积极，要求清除消防隐患，还社区居民安全宽敞的通道。,1
华山里机动车停放圈地运动何时了  坐地铁的和去菜市场的、医院就医的车停到了小区北侧，曲江路用餐的和双山里做班车的停到了小区的东侧和南侧；  再加上目前更换地砖后住户私自圈地更加严重  不知何时能解决,1
河北区建昌道春和仁居小区内物业办公楼旁边的楼体施工让居民不得休息，现在夜间仍然连夜施工，严重影响附近居民的日常生活。望有关部门介入管理,1
天津滨海新区万科金域国际小区底商鑫利面馆在不具备干餐厅得条件下强行经营餐饮类，在居民楼设大型风机，工作起来噪音严重扰民。没有燃气，私自购买液化气，油烟满天飞，严重影响居民正常作息。望有关部门及时处理。,1
津市河西区复兴九里小区南侧原香料厂地块土壤污染问题反映至今已两年，但土壤污染问题一直未解决，该地块污染问题2015年11月由业主发现，业主筹资委托三方检测后确证空气中有苯、甲苯和二甲苯等高度致癌物。业主经过多方渠道向市、区环保局等主管单位进行反馈，，确认该地块土壤和地下水存在严重致癌苯系污染物，苯系。现小区住宅已全部交付业主，上千户居民陆续入住，污染问题迟迟不解决给居民带来巨大影响及威胁，,0
光荣道与快速路桥下的交口，商业大学这的红绿灯好长时间都不亮了，车辆基本都开到中间去看路况挺危险的。 ​​​,0
兴泰路上兴泰元2号楼旁边的污水井盖损坏严重，给过往行人安全带来隐患，请有关部门关注,0
"  我们是红桥区畅景家园小区2号楼顶层24,23,22层的居民。在我们楼顶有一个消防系统。因为系统的管道有漏点和零部件有损坏，导致楼顶上的消防稳压泵24小时不停的运转。稳压泵与楼体共振发出的低频噪音严重困扰着我们日常生活和夜间的休息。尤其是高功率的低频噪音对老人和儿童潜在的身心健康危害很大!",1
丰盈里1号楼2号楼小区问题  1、私占车位问题严重，私装地锁、用石头、自行车等物占位，影响了小区居民的共同利益。  2、存在自围小院、私搭烂盖情况。  3、针对车位问题，曾有执法大队下发的通知（详见附件三图片），要求3日内清理地锁，但如今距通知下发已经过了1个半月的时间，问题没有任何改善，也没有任何后续进展。,0
在西青区龙居六区公交站附近的卫津河边，由于河边道路地砖缺失，地面遍布灰土碎石，部分路面还向河内倾斜，给行人带来安全隐患。附近居民介绍，该路存在该问题已经有一段时间了，其路面地砖缺失原因是之前设施维修时将地面地砖剔除，但之后却一直未见地面复原施工。由于土质地面较滑、且有多处坑洼，因此该路段已经出现多起路人滑倒、绊倒事件。希望相关部门可以尽快对路面进行恢复。,1
河西区体院北环湖东里小区 27门门前形成了一个大垃圾堆 各家装修的垃圾都往这里倾倒 ，小区前方的饭店嘟嘟海的饭店垃圾也在这里倾倒。居民多次找过居委会反映 一直得不到解决 现求助政府帮助解决。,1
 红桥区复兴路长庚老年公寓楼下地下浴池玉清池今年翻修地上门头，私自扩建不说，装修拆下来的废弃材料堆砌在四周，而且一些废旧的机器与易燃旧物也堆在我们公寓楼下。这段时间天津一直没下雨雪，天气干燥容易发生火灾。前日公寓对面的小区又发生火灾，我们公寓的居民都害怕。,1
开发区恂园里门口只有两车道，路的一边是底商，另一边前段时间清掉好多摆摊的，现在又全出来了，这些摊位占据人行道经营，将本来应该走人行道的行人挤到了马路上，马路上平时一侧还停着一排车，导致这条路经常堵塞。,1
天津东丽区滨海耀华学校旁，登州南路与惠山道交口红绿灯，建好4年多了，一直不亮，影响道路交通。,1
天津市河东区望海楼附近，入室盗窃案件频发，严重影响到市民的生命财产安全，请有关部门及其单位早发现早遏制。,1
天津市河北区常州道附近，小黄车占人行道的事情频发，小黄车占据人行道，堵满了人行横道，请有关部门注意治理，规范小黄车停放点。,1
塘沽区欣美园旁边的中学校门口，每到放学期间，有大量的电动三轮车排队等活，坐的大部分都是放学的学生，乘坐三轮车对他们的交通人身安全造成极大的危害，并且这些电动三轮车停的位置也时常造成交通堵塞！,1
河东区津塘路和大桥道交口，和进里小区门口小黄车被像垃圾一样堆放，大多数都没有锁，而且附近居民各种破坏，望有关部门多加关注,1
天津市河东区大直沽10号路路段中间有断裂电线吊着，极度危险望有关部门及时维修,1
天津市河东区十经路与八纬路相交的十字路口处的红绿灯坏了不亮了很容易造成交通事故请有关部门处理,1
近日发现河东区万新村环秀东里及部分小区有发送法轮功邪教组织光盘和标语，影响市容环境，给社会造成不良影响，望相关部门治理,0
近日，在河北区金钟河东街金东里小区门前堆有大量的生活垃圾，气味十分难闻，此行为既影响市容环境卫生，又给居民的生活带来不便，而且一旦沾上末熄灭的烟头还容易引发火灾，望有关部门尽快处理此事,0
天津市河东区云丽北道附近，道路两边有很多违章建筑，不仅有严重的消防安全隐患，也极大影响了咱天津的市容，既不美观又占路，一旦发生火情后果可想而知，希望能引起有关部门的重视，防患于未然。 ​,0
